0
MRVI1
CACNA1C
NPNT
JAG1
ANTXR1
ANK3
PRKG1
FLNA
DPYSL3
AEBP1
PDZRN3
VWF
F3
SLIT3
MAP1B
NFASC
PLA2R1
ATP8B2
PDE3A
CLSTN2
NAV3
SMOC2
COL16A1
PLCB4
MAP1A
MFGE8
ITGA3
SVEP1
FGFR1
CRIM1
SLIT2
TCF4
RUNX1T1
FBLN5
FAM129A
LMCD1
GLI3
VIM
PRICKLE1
SEMA3C
LTBP2
SYNPO2
GEM
ABI3BP
ACTA2
PHLDB1
TAGLN
ARHGEF25
CCDC80
ANK2
SYTL2
CSGALNACT1
DACT1
MYOF
CHD3
AHNAK
PTPN14
LIMA1
BOC
INPP4B
NOTCH3
ZNF532
C1orf198
KIRREL1
SPECC1
MYL9
PODN
PTPRQ
EPHA3
AFAP1
PAPLN
EFEMP1
PTGDS
VCL
TUBA1A
NEXN
MMP2
EHD2
ITGBL1
MSRB3
CACNA2D1
PDE1A
LAMA4
EBF1
NES
COL6A3
KIAA1211
ITGB4
LMOD1
TGFB3
FILIP1L
RCAN2
BNC2
MCAM
LAMA2
TSHZ3
CDH11
PLAT
EFEMP2
CYTH3
NALCN
MYH10
CAVIN1
FBN1
RYR2
GPC4
RBMS3
SOGA1
SULF1
MGP
BICC1
PLXDC2
ZFPM2
DKK3
COL4A4
SCN7A
STON1.GTF2A1L
TNXB
NEO1
PCNX2
ZNF521
ENTPD1
S100A6
ITIH5
ADAMTS12
PLCE1
DDR2
SPARCL1
CD34
ARHGEF2
VCAN
ADAMTS1
FMNL3
DGKA
TMEM173
ITPR3
PTPN13
ADGRA2
JCAD
LBH
PFKP
HEPH
LRCH2
ADCY3
PTCH1
GLI2
PLCXD3
PALLD
UNC5C
SEMA3A
SLCO3A1
FRZB
GLS
PODXL
TPM2
CLSTN1
ARHGEF17
NFATC4
ARHGEF6
WTIP
OXCT1
SH3PXD2B
FAP
PARM1
MAML2
RAI2
PDGFRB
DZIP1
ELN
ITGA8
CLIP3
ANGPT1
DCLK2
SPON1
C20orf194
SMARCD3
HAND2
SCRN1
DCLK1
PDLIM7
ADRA2A
ZNF462
FHL2
RBMS2
COL12A1
ANO2
FERMT1
ITGA9
ARID5B
PDGFRA
TACC1
TENM4
CDH6
TSC22D1
ACSS1
ALDH1L2
PACS1
DLG3
RERG
AKT3
GSN
VGLL3
MSC.AS1
PCDH18
HK1
CCBE1
HDAC7
IGSF10
CNTN4
GFPT2
HSPA2
COL15A1
DPT
COL21A1
ENO2
ITPR1
ITGB8
XYLT1
LRRC7
CERCAM
FCHSD1
FBLN1
COL14A1
TRPC1
PTK7
CRISPLD2
PFKM
SLC25A12
MYO5A
ADAM28
ARHGAP6
LXN
PLVAP
PRELP
SSC5D
P3H3
SEL1L3
SLFN11
PAM
RAB34
LAYN
TANC1
IGFBP7
STARD9
TMOD2
ITGA2
GALNT17
JAM3
IGF1R
GUCY1A1
LHFPL6
ZEB2
RNF150
RRAD
SCUBE2
GABBR1
GPR176
DNAH2
GLT8D2
TCTN2
TGFB1I1
ARHGAP23
SFXN3
MICAL1
TPM4
MEF2C
SEPT8
PDZRN4
JHY
FLRT2
C7
ARMCX2
HEG1
IMPDH1
FBLN2
PTGIS
VEGFC
ATP10A
ANXA1
TRERF1
ATP2A3
ADGRE5
MFAP4
PECAM1
SEMA3D
TMEM200A
JAML
PLXDC1
FHOD1
ADAM23
TGFB2
ARHGAP44
MAP3K1
CRYAB
F13A1
THBS2
PIWIL4
PMP22
CSPG4
RASA3
CFTR
TESPA1
DYNC2H1
RARG
DZIP1L
FLNC
PKD2
IGSF9B
GXYLT2
ADAM33
ATP2B4
SLC25A36
SGIP1
ZC2HC1A
PDLIM3
SLC12A2
TRAF5
SLC24A3
PMEPA1
FAM13C
SLC6A6
ARNT2
PKHD1L1
ZNF14
GPRC5B
MYOCD
KCNN3
HSPA12A
FKBP10
DBN1
GRAMD1B
TPM1
PLEKHG2
SPRED1
INTS6L
MARK1
MFSD6
LPCAT4
FSTL1
KIAA1324L
RFTN2
ABR
PRDM5
LAMB1
MAPK10
CNTNAP1
LAMC2
MAP9
ISYNA1
LRRC32
YBX3
SOD3
MOXD1
LOXL1
CLIP4
KALRN
WLS
SCN4B
STK39
ADGRB3
KCTD10
IL7R
PLCL1
TNS1
STXBP1
FILIP1
HOXB3
NACAD
RAP1GAP2
MYH11
SLC4A7
ADAMTSL2
OSBPL5
PKM
EPB41L2
APCDD1
FGF7
SSBP2
CASTOR3
CCDC102B
PAPPA
WASF2
SLC25A24
GPRIN3
TAF4B
PAPSS1
HDGFL3
TC2N
RASGRF2
DTX3
GAS7
LUM
MFAP2
MGAT5
OSMR
UACA
ABCC1
MYO10
PDGFD
TLR5
CYBRD1
MMP14
FHOD3
FGD3
LAMC3
CTBP2
DGKH
NR2F2
PEAR1
OSBPL3
DCDC2
LDHB
PGR
OSBPL7
SEMA4D
OLFML1
GRK5
CD226
PARP8
ROR2
IL16
PLEKHG5
ZNF439
PYGO1
SHROOM4
ARHGEF3
SPATA6
AMPD3
LPAR1
CUBN
GLI1
FMN1
FMOD
BHLHE41
IRAK3
THBS1
PKDCC
ASAP1
MYEF2
CACNB1
ABCA3
CD200
SALL2
COL5A1
ZNF827
USP11
FYN
LAMC1
FRMD3
TBX2
TUBB6
SLCO2A1
NBEA
CD96
FBLIM1
CHRDL1
PELI2
NTRK2
TESC
NT5DC2
RAPGEF3
LDB1
ACVR2A
TMEM159
B3GALNT1
PROM1
PTPRE
INMT.MINDY4
FUT8
CCR2
NPHP1
CSF2RA
SLAMF1
FAR1
IL17RD
JAK3
NAV1
FAT3
ARHGEF10
TEAD2
ARMC9
EPHB3
ENDOD1
OLFML2A
ISLR
MAP2
SWAP70
MAGED4B
GALNT7
TLL1
ADAMTS2
SULT1C4
CELF2
CCND2
SEPT5
GULP1
ADAMTSL1
KIF3A
IFT57
MYO1D
ARMCX1
MCTP1
INPP5D
PLXND1
PIP4P2
SELENOM
FMNL1
VLDLR
TNFRSF21
CTSK
RIMKLB
MRC2
MTMR11
SLC38A1
PLCG1
IGFBP6
PCDHGC3
NHS
CPNE5
NRP1
NTRK3
WIPF1
ZBTB4
PLA2G4A
CIITA
PIK3CG
SLC7A6
COL4A2
RUNX2
DNAH7
TRPA1
APBB1
ANOS1
EDIL3
CDC42EP3
TIMP2
CD40LG
LRRC49
PLEKHO1
PLEKHH2
ARHGAP31
TRPC4
EHF
HSPB6
BCL2
PRDM16
EVA1C
ATP1B2
NDE1
CAPN2
KIF3C
SPTB
NLRP1
FAM102B
CCDC8
WWTR1
TGFB1
NCK2
PRDM6
ELK3
KIF5C
SYNGAP1
MGAT4C
AHNAK2
SACS
DOCK8
HID1
QSOX1
CXorf36
MITF
TGFBR2
GPRASP1
DCN
ITK
TRAF3IP3
HOXB4
SLC45A4
SGCD
RASGRP1
MLLT3
NLGN2
TMEM67
KCNA3
LDOC1
INMT
ARFGEF3
MTMR2
TBC1D9
TRIP10
HEYL
BMP5
CARD11
ITPKB
CALCRL
CHST11
LEF1
CKB
MAP4K1
GJA1
TAGAP
STMN2
ROBO1
TYRO3
ATP1A2
SSPN
RECK
COLEC12
PLAGL1
KCTD12
LAIR1
RASAL2
NSMAF
SDK1
ADAM19
VILL
PTPRS
UST
SUSD2
RFX3
SH2D3C
TANC2
CTTNBP2NL
IQGAP1
CACNB3
PLP2
PREX1
THY1
MYO3A
LGR6
CALHM2
C12orf75
LSAMP
DMKN
PRKX
LUZP1
ADAMTS3
RGS11
KIF21B
HSPG2
ZNF43
CCDC3
PKNOX2
RGCC
MMP7
KIAA1755
CSGALNACT2
PIK3CD
ANKRD36BP2
CPZ
NAP1L1
FRAS1
ALOX5
MMRN1
CEP112
OSBPL10
MAP7D1
ZDHHC13
ANXA11
SFMBT2
WDR35
TMEM273
PRDM1
PLAU
RNF180
RAB11FIP1
WDR17
ADARB1
SPINT1
HDAC9
ITGAV
PRSS23
MTHFD2
RGS7BP
COL1A2
GUCY1B1
OPHN1
CXCL12
ADCY7
ARHGAP15
ADCY5
CYTH4
PTP4A3
TRPV2
LIMS3
CLMP
SEPT1
MAP3K12
MAPK3
ASPN
PAG1
RHBDF1
ZBTB47
SP140
PDP1
THEMIS
PCYOX1L
BICD1
STK17B
MOB3B
FRMD6
MBD5
AMPD1
ACAP1
PPP1R12A
PALD1
DNAJC18
PPP1R14A
CLEC2D
EMB
ARHGAP28
MEIS3
CNN2
LCA5
GGT5
NIN
VANGL2
HNRNPLL
DOCK2
PJA1
ADD3
PHF19
UBE2Q2
KDM5B
TNIK
IKZF1
STK10
CFAP54
ANKRD44
KCNQ1
PNMA1
GDI1
HCLS1
SCD5
KCNS3
ITGAM
CLIC6
ZNF880
DOCK9
RNF145
DEF6
PIPOX
TLN1
UNC5B
TRPS1
MYH9
SERPINB9
LIMS1
RBMS1
SLFN12L
SLC9A1
GLIPR1
IFI16
C2CD2
ANXA3
SEMA3G
HSPB8
WNK2
CD2
UTRN
MTR
CBL
IQCA1
NXPE3
BBS7
GUCY1A2
RASSF2
LTBP4
ARHGAP17
PDZD4
TIMP3
IL34
SLC2A3
DYRK2
USH1C
PRKCQ
CARMIL2
ITGA4
GPD1L
AMIGO2
PLXNA3
PIAS3
KLHL6
PPP1R18
NEDD9
FAM171B
FYB1
DACT3
CADPS
FZD6
JAG2
FAM133CP
STK32A
ATP13A4
MYO1G
ABLIM2
PBXIP1
AMOTL2
ARHGAP18
EML1
MEOX2
ZNF287
AGAP2
CD3E
SLC34A2
FAM129B
ENPP5
COL4A1
SRPX
SEPT7
ANKRD36
KLF5
BMPR1A
ZNF704
MAP4
PPP1R16B
FLI1
STXBP5
RIN2
SLFN12
ARHGAP24
CAV1
RBPMS
SYK
PDE4A
OBSCN
CD44
ADAMTS10
EMCN
DAB2
FGF13
TP53BP1
PEAK1
CD6
ANGPTL2
PRTG
PDE4D
TCEAL3
APOBEC3C
COL8A1
ELF4
SPOCK2
SEMA4A
CMAHP
KIAA1614
SYT11
DOCK11
CD163L1
RASSF8
AQP1
FGFR2
KRT7
PIP5K1B
DCLRE1C
PCDHB15
MAMDC2
B4GALNT3
ZNF486
CHST15
MXRA8
PIP4K2A
HACD4
HUNK
TNFAIP8
FBXL2
LRRC1
THRA
GALNT15
NELL2
CD248
CHSY1
HRC
KCNH8
MSC
FCRL5
ENG
CD5
FOXC1
SPRY1
GSTP1
LOX
LGI2
CTGF
NCF4
ZNF83
TUB
KRT19
TEX9
ODF2L
MEIS1
SH3RF3
SYNE2
SOX9
LRRK1
MACC1
PLXNB3
GALNT10
NFATC1
DSE
P2RX1
PLPP2
PABPC4L
SMURF2
BRSK1
HAND2.AS1
GAB3
MUSK
DNM3
SLC1A5
GALNT16
DISC1
MED12
ZNF728
UBASH3A
ZNF90
FER1L4
ARAP3
SLC7A1
SLC44A2
C1QTNF7
MED13L
DDR1
SLFN5
INAVA
ATL1
MST1R
HNRNPA1
GRAP2
PRMT2
INTU
NLRP3
FZD7
ARHGAP30
SEPT11
RALGDS
SINHCAF
IQSEC2
DAAM2
CEP126
PLEKHG4
EVC2
SCP2
AKNA
SH3TC2
CNTN1
LCP2
SGCA
KSR1
NEK11
HGF
LY75.CD302
MPP3
KIF2A
COL9A2
CCDC146
MEX3B
TRAK2
ARL4C
TRPC6
BCL11B
IRF4
ZNF426
CD37
LY9
NRP2
DENND3
INPP4A
LRRC8C
PYGM
PPP1R15A
GJC1
NHSL2
ZIK1
NPR3
TRAC
ADCY4
MAGI2
TULP3
SLC39A10
FAM198B
GALNT12
KCNJ16
PAQR5
CD24
DOCK10
RUBCN
MAP4K3
CREB3L1
ZNF430
PRKCH
SPTLC2
ZNF469
MBOAT2
GVINP1
ADAM9
ABCD2
GYPC
ILK
OLFML2B
FAM83B
ADGRL1
LFNG
ANKRD27
ZNF391
BACE2
ZNF25
IL2RG
SRGAP1
WFDC1
LOXL3
CLDN11
KPNA5
EML5
RCSD1
